City,Latitude,Longitude,Season,Hour,Month,Year,Station ID,PM2.5 (µg/m³),Severity,Threshold
Shenzhen,29.410257878966206,90.95984157279385,Summer,17,11,2015,37,228.7702832319378,severe,150.0
Beijing,24.190376459510876,115.36908545059862,Summer,12,3,2023,62,213.39728860084477,severe,150.0
Beijing,33.673122458750946,90.44342472407172,Spring,17,11,2020,43,226.6463781748351,severe,150.0
Shanghai,41.253507775904765,113.74057922687996,Summer,23,1,2022,79,201.9980543170652,severe,150.0
Guangzhou,28.77205397420989,119.18575961571011,Autumn,9,5,2021,5,182.94239230825178,severe,150.0
Shenzhen,46.34309350986698,123.00915486213356,Spring,17,9,2022,95,153.61718511019072,severe,150.0
Guangzhou,45.31697390314842,97.16498698938587,Winter,17,3,2024,52,242.4615845751382,severe,150.0
Shenzhen,38.87292827185046,105.66633380324636,Winter,0,2,2018,11,248.74851989548796,severe,150.0
Shenzhen,27.56817715067551,106.75915586542101,Summer,5,10,2021,62,223.23242673079295,severe,150.0
Shanghai,28.83648877533573,127.7344248257134,Summer,18,2,2020,49,197.5714192564423,severe,150.0
Guangzhou,40.96475000521731,110.09921755356038,Winter,8,11,2016,8,245.18817019769088,severe,150.0
Shanghai,30.808951212844086,115.94964515467774,Spring,13,12,2018,81,228.02722730801372,severe,150.0
Beijing,42.94528603914746,127.36099287543206,Spring,0,3,2022,87,175.63536011901962,severe,150.0
Shanghai,30.694013665870383,126.73701936005128,Autumn,15,8,2017,80,195.33197984698484,severe,150.0
Chengdu,45.42553719697115,94.59805457305458,Winter,20,1,2016,68,232.59383418089197,severe,150.0
Beijing,45.518783859431,118.30046745030776,Autumn,7,7,2015,41,214.09302113127163,severe,150.0
Shenzhen,27.19888888965739,98.78313997806217,Autumn,12,6,2023,12,210.17045044299013,severe,150.0
Chengdu,37.863463317231144,102.3736943252004,Autumn,14,7,2017,24,174.4998432522867,severe,150.0
Shanghai,38.797778053459396,102.70975980279087,Summer,12,1,2016,27,221.53464845910776,severe,150.0
Guangzhou,20.500003953820777,105.07883482365828,Spring,7,7,2023,21,181.28965306545578,severe,150.0
Shanghai,24.623780991601794,110.46964337292977,Summer,12,5,2022,10,162.15385483431618,severe,150.0
Shanghai,28.49377289255237,114.3644024965613,Spring,4,2,2023,41,231.82578978340212,severe,150.0
Shenzhen,23.292868334385737,128.5476972247852,Spring,5,2,2024,29,150.89543486916088,severe,150.0
Guangzhou,31.992063735540018,93.87362788912137,Winter,22,3,2024,82,198.82980340308782,severe,150.0
Shanghai,34.65205839892287,123.83679252562659,Summer,10,6,2023,91,218.29132710461514,severe,150.0
Shanghai,37.47634053218259,106.25741519697075,Spring,0,11,2016,38,198.07004281464853,severe,150.0
Guangzhou,46.43917288085653,129.7878689991918,Autumn,7,5,2017,7,171.3869316745157,severe,150.0
Guangzhou,36.80582700396208,104.27401554287368,Spring,6,6,2015,20,169.34332372217466,severe,150.0
Beijing,43.81681235661992,116.70940015014445,Winter,4,6,2018,51,230.69196541889983,severe,150.0
Beijing,47.56006783662352,102.97968196198485,Autumn,14,8,2019,79,150.52731718277676,severe,150.0
Shanghai,28.64358786084847,110.06333204531893,Autumn,11,2,2016,77,166.3580019353706,severe,150.0
Shanghai,46.17180214329264,122.8493046063279,Spring,7,8,2023,23,218.6858379204633,severe,150.0
Shenzhen,46.973679860140706,101.87648104976273,Spring,9,3,2023,47,223.89248155450096,severe,150.0
Beijing,46.38350798665024,97.90477534717004,Winter,2,2,2020,49,192.49335860060086,severe,150.0
Shenzhen,26.33384703946442,103.30764468029867,Autumn,13,2,2019,20,237.51759162064303,severe,150.0
Chengdu,33.38126950158274,127.39620262594394,Spring,22,2,2021,21,187.19981674872403,severe,150.0
Chengdu,46.81491184087351,91.98509136722605,Summer,11,6,2022,37,198.30683485610157,severe,150.0
Shanghai,44.86248368884503,102.96469517872768,Spring,5,1,2020,91,151.97175204644614,severe,150.0
Shanghai,39.19227635453014,115.85767670337006,Spring,14,3,2021,81,211.90069259781902,severe,150.0
Shanghai,45.23647875935904,126.07266395668793,Autumn,12,12,2022,21,217.5669413648463,severe,150.0
Shanghai,37.599856149260184,122.78350873932426,Summer,16,5,2020,47,209.5630833617859,severe,150.0
Shenzhen,40.65002750010242,112.451607160822,Winter,9,12,2019,27,159.9630561771712,severe,150.0
Beijing,32.77235262603894,120.52729577946899,Winter,1,2,2017,57,191.48561110931567,severe,150.0
Guangzhou,34.507977453980374,112.06083204011918,Summer,8,2,2015,36,220.72147955918223,severe,150.0
Shanghai,29.560754929773942,99.22737655864246,Summer,17,2,2019,62,155.20989987927075,severe,150.0
Beijing,28.588153723144295,115.36109175220214,Spring,9,9,2017,76,229.63598714295384,severe,150.0
Guangzhou,29.154309598198545,125.05100102568142,Autumn,19,8,2022,33,153.25043644491836,severe,150.0
Shanghai,46.578847604508084,94.38691020112167,Summer,6,5,2020,67,212.76180445408133,severe,150.0
Beijing,30.823700604013098,108.26103626532854,Spring,0,2,2018,8,197.32231356672824,severe,150.0
Beijing,34.93859227242149,109.12640263865026,Spring,4,9,2021,73,193.01867726154006,severe,150.0
Beijing,27.25448204272551,90.80164636720016,Spring,21,9,2022,98,169.41927037416508,severe,150.0
Chengdu,28.57138030721073,92.7107362237442,Spring,0,1,2017,67,187.46864571692507,severe,150.0
Guangzhou,49.69174985296563,97.41392342194833,Autumn,20,5,2017,77,186.34735225896904,severe,150.0
Shanghai,43.06912872562991,93.50761618126484,Spring,15,4,2021,55,180.63057734796027,severe,150.0
Shenzhen,35.35066020510574,126.17007110643644,Autumn,8,12,2015,1,162.9920481938932,severe,150.0
Chengdu,43.90399434822565,113.24048743464915,Spring,22,4,2017,89,209.87777802888095,severe,150.0
Shanghai,21.508812630384554,128.95391387235082,Autumn,23,8,2022,12,244.31012405897184,severe,150.0
Chengdu,24.56955193119166,115.15011411527374,Spring,5,12,2018,80,158.17641061974126,severe,150.0
Guangzhou,34.122652844524,103.29634128606669,Autumn,4,8,2016,37,153.981224820817,severe,150.0
Shenzhen,31.311916588367346,124.5885057554396,Spring,6,2,2018,88,220.77420051505524,severe,150.0
Shanghai,48.1836524994246,95.36193781643107,Summer,4,9,2017,59,206.07766150279662,severe,150.0
Guangzhou,28.794683788028113,114.14611716871498,Autumn,3,9,2015,48,198.2581013699068,severe,150.0
Shenzhen,27.153891433988907,119.6389508428023,Summer,1,6,2021,49,200.7587015737017,severe,150.0
Beijing,31.784964954276376,95.60442328579012,Spring,22,12,2015,37,243.19579980144434,severe,150.0
Beijing,24.713886919172623,128.32460973128283,Spring,12,3,2016,27,151.51153400902137,severe,150.0
Shenzhen,37.28198761331579,97.43404111187836,Summer,1,6,2023,35,158.5388362007757,severe,150.0
Shanghai,42.43195953561356,102.29915782864501,Autumn,17,3,2021,1,232.60602141092565,severe,150.0
Beijing,32.93398244386481,124.63183092361535,Autumn,1,5,2019,3,249.14221746922422,severe,150.0
Chengdu,42.46464545918744,112.53577805892718,Spring,21,2,2022,6,213.74898330241473,severe,150.0
Chengdu,41.13083968048723,113.73779096812387,Winter,8,12,2017,99,197.11739372304496,severe,150.0
Guangzhou,27.398344141198052,101.52890336679107,Summer,23,5,2024,30,215.55469029990184,severe,150.0
Beijing,49.4269303619827,120.7772458841429,Autumn,12,7,2019,6,207.74215827220004,severe,150.0
Shanghai,28.864601326737027,121.08749739017294,Autumn,11,2,2022,70,214.623256622905,severe,150.0
Beijing,23.140646653848705,100.36712125571353,Spring,9,1,2018,99,201.4199121660717,severe,150.0
Chengdu,29.395178541463977,94.77123856360446,Spring,14,1,2015,35,154.88066523148404,severe,150.0
Guangzhou,20.831268529719875,94.86948463266347,Autumn,11,1,2021,87,202.89636215352434,severe,150.0
Shanghai,38.214257730354866,106.35315037410457,Winter,3,8,2016,8,151.05843224357582,severe,150.0
Guangzhou,41.77250824809913,112.7760230031485,Winter,15,12,2015,91,201.81121418636482,severe,150.0
Guangzhou,28.253053534848398,116.19597420233558,Autumn,20,3,2024,24,213.80483758234368,severe,150.0
Chengdu,43.45941938612843,100.40651683977016,Spring,3,8,2023,89,183.14866527955797,severe,150.0
Guangzhou,39.31750064723941,106.08293261993114,Winter,9,5,2020,85,230.19367186008873,severe,150.0
Guangzhou,34.350835890249805,99.34409326917488,Spring,2,6,2021,77,193.17570250461276,severe,150.0
Beijing,43.66658748382386,123.9202292521015,Winter,6,4,2020,85,199.27472020432103,severe,150.0
Shanghai,44.12575200805746,95.0747002337074,Spring,12,5,2017,62,207.14434661986238,severe,150.0
Shanghai,45.81070064645634,92.87970860331966,Winter,3,11,2020,24,247.94032530629406,severe,150.0
Guangzhou,42.312012151052606,101.27260089108819,Autumn,0,6,2021,40,247.43504851275523,severe,150.0
Beijing,37.2245353024026,92.28980742406269,Spring,23,4,2019,66,212.36560704259324,severe,150.0
Chengdu,21.041432836639004,117.69951420445179,Summer,4,1,2019,71,156.07780693475752,severe,150.0
Beijing,30.032128668411783,113.98393568688833,Autumn,16,11,2022,23,184.95737415304174,severe,150.0
Chengdu,39.68037930639083,116.67550572626317,Winter,17,4,2015,51,164.58935397240208,severe,150.0
Shenzhen,20.156978299346086,94.42637256999159,Spring,8,12,2019,62,183.78386622791058,severe,150.0
Beijing,34.96966493886362,90.28164155969816,Autumn,3,7,2023,78,244.04382168664662,severe,150.0
Shenzhen,38.414700466753736,111.71806127654472,Winter,13,7,2020,79,181.87142130856483,severe,150.0
Shanghai,39.365593096456394,129.75756803562956,Winter,22,8,2023,59,211.3793492880436,severe,150.0
Guangzhou,39.74672951645917,97.71452603006664,Summer,6,1,2023,43,170.64831804970652,severe,150.0
Guangzhou,38.13030572138636,116.05445504396447,Winter,7,8,2016,89,151.7947575015138,severe,150.0
Shanghai,36.56527789828327,113.9337383566497,Winter,1,4,2017,74,165.91212900147744,severe,150.0
Guangzhou,48.64898300774407,109.25302930877596,Spring,9,10,2022,81,240.13815862759455,severe,150.0
Shenzhen,47.19178297961682,98.13241536609999,Spring,13,6,2021,56,166.876529715867,severe,150.0
Guangzhou,33.678361867974964,95.62442708835842,Winter,8,6,2017,43,170.6735860755672,severe,150.0
Guangzhou,21.809606485325233,111.67941313424859,Winter,11,10,2020,14,157.06792236842065,severe,150.0
Chengdu,41.12062497988697,129.04459254939076,Summer,8,2,2020,29,193.0729472723436,severe,150.0
Guangzhou,44.37839916885484,91.80609279523303,Summer,10,11,2023,40,225.3100774294058,severe,150.0
Beijing,26.295043376550854,127.89041234498163,Autumn,8,1,2016,81,226.8398910215452,severe,150.0
Guangzhou,45.08257608670314,98.27538370379062,Winter,14,3,2017,31,184.55211504772103,severe,150.0
Beijing,25.828949470310057,110.18931707524428,Summer,15,9,2022,75,169.04655098805782,severe,150.0
Guangzhou,49.59724597792723,92.78837575740225,Summer,5,6,2022,56,172.041628233623,severe,150.0
Shenzhen,44.88736656180385,104.41590407143038,Spring,5,5,2019,90,238.07130722169754,severe,150.0
Shanghai,39.54302808148161,107.55181584102321,Winter,10,11,2024,61,230.71742131601417,severe,150.0
Beijing,31.54154017956828,104.42949011506423,Winter,8,3,2015,41,197.03577057721884,severe,150.0
Guangzhou,27.816844633402333,102.17829025562834,Winter,4,7,2017,1,212.5110905288969,severe,150.0
Beijing,40.87994712465128,108.46565524447905,Autumn,17,7,2018,11,205.2090654347952,severe,150.0
Beijing,28.478935041380268,127.15581542975058,Winter,11,11,2020,40,242.61416916366193,severe,150.0
Chengdu,48.85628234563352,114.90633134933883,Spring,14,3,2020,21,167.85047458799312,severe,150.0
Shenzhen,35.07929296677659,114.35901020219613,Summer,11,10,2023,75,164.99957360663558,severe,150.0
Shenzhen,48.10044281844806,129.60016161767075,Winter,1,8,2015,39,235.74943834534884,severe,150.0
Shenzhen,30.88213526257152,123.44290535575267,Winter,3,5,2023,15,191.4457568114469,severe,150.0
Beijing,34.74085494172693,113.99722979360406,Spring,14,11,2017,13,177.26229195772234,severe,150.0
Guangzhou,21.794793876884793,93.48060420978872,Winter,11,4,2019,99,163.31335898204344,severe,150.0
Chengdu,28.93434171473863,114.87194857647361,Autumn,13,8,2019,96,195.25115911872408,severe,150.0
Shanghai,40.39817359915328,113.28340654943929,Summer,0,1,2015,44,159.85265606841426,severe,150.0
Beijing,41.05602729273288,111.58516268934704,Autumn,20,2,2022,19,151.3430823597297,severe,150.0
Chengdu,39.67763659324989,103.42029718738763,Summer,8,3,2015,18,181.02034240784366,severe,150.0
Shenzhen,28.049496327230926,118.5412449868492,Autumn,10,7,2022,47,234.62376233503932,severe,150.0
Chengdu,21.197093892057307,106.03992328112486,Summer,10,12,2023,96,165.3025099275956,severe,150.0
Shenzhen,29.068669906962572,110.87586871111131,Autumn,11,1,2016,63,185.50602237236535,severe,150.0
Beijing,42.75567750701063,93.05552338595962,Summer,22,12,2016,92,178.4804624306399,severe,150.0
Shanghai,44.64369784096802,91.87083413578473,Autumn,11,2,2022,55,210.81632569933723,severe,150.0
Shenzhen,41.91936490185205,114.94817385836362,Winter,4,8,2018,72,180.0700344291123,severe,150.0
Shenzhen,48.82942467896458,121.91140701508996,Winter,13,6,2015,9,179.5490097016558,severe,150.0
Beijing,33.98352677162614,112.60435795366199,Autumn,20,2,2019,62,244.37334970447208,severe,150.0
Guangzhou,25.453270081442692,95.83043124201592,Summer,7,3,2021,5,241.57899374015372,severe,150.0
Chengdu,44.08560915947107,90.77888845289311,Summer,8,7,2021,35,224.13631682633275,severe,150.0
Beijing,47.794445196949695,124.11305982125158,Autumn,2,4,2022,81,157.0396335507452,severe,150.0
Shanghai,24.148035130215206,102.7767672902689,Winter,22,11,2015,53,236.37154792737402,severe,150.0
Beijing,21.90646296753771,90.02991878736269,Winter,23,2,2016,15,215.46668746954947,severe,150.0
Shenzhen,46.58316433217223,97.4875187282656,Autumn,0,11,2017,87,245.96723200941594,severe,150.0
Shanghai,34.029763628150135,112.71462858961361,Spring,16,1,2021,79,150.80023285912023,severe,150.0
Beijing,31.766778476712883,117.26939198839428,Autumn,7,5,2021,40,217.93540600140884,severe,150.0
Shanghai,48.25099029655739,114.944093960161,Spring,7,5,2024,80,243.85272287713212,severe,150.0
Chengdu,48.538594367963896,93.35462379704941,Summer,16,8,2020,4,234.33764260664444,severe,150.0
Guangzhou,40.866852063842096,124.19211856578296,Summer,21,10,2019,99,181.37709994094115,severe,150.0
Chengdu,34.00964383567736,107.21847999037973,Autumn,4,6,2015,94,206.95566230915543,severe,150.0
Guangzhou,28.06993922596251,126.51189976156437,Spring,16,12,2016,25,222.86679160372725,severe,150.0
Beijing,43.100500226010325,123.17733754526463,Autumn,12,7,2024,66,197.9007983730709,severe,150.0
Guangzhou,37.63529723906168,122.85811678810182,Winter,10,6,2018,73,205.62585010537072,severe,150.0
Beijing,30.51283954948086,97.04063957468048,Autumn,21,1,2016,72,218.85371527309678,severe,150.0
Beijing,46.63382698713129,92.9406143047921,Spring,18,4,2020,92,191.61675124306257,severe,150.0
Guangzhou,47.890288702534974,106.37270307713388,Summer,10,10,2018,83,247.86084417845655,severe,150.0
Chengdu,26.680683390793405,100.30562416444026,Winter,0,8,2015,86,166.43248826241555,severe,150.0
Shenzhen,41.570582029134854,118.96840243449356,Summer,0,6,2022,32,214.5878855259627,severe,150.0
Chengdu,44.960826301248545,112.03437938017413,Spring,17,4,2017,96,236.87463271083627,severe,150.0
Shanghai,32.52047452557554,123.33854081268937,Spring,15,11,2019,22,165.89810897636713,severe,150.0
Shanghai,37.86843329859416,109.44566320564498,Spring,17,7,2020,86,212.92857473763655,severe,150.0
Shanghai,31.977828850898646,101.79188987807375,Autumn,21,11,2020,9,180.58859755302748,severe,150.0
Shanghai,25.87541387897037,91.23722859399138,Winter,7,12,2019,1,243.50463051951272,severe,150.0
Chengdu,33.232461307806346,114.14768973476957,Autumn,6,11,2024,14,178.57197256934802,severe,150.0
Beijing,42.552010900279555,111.29047604090239,Winter,4,4,2017,26,176.06996936546253,severe,150.0
Guangzhou,37.60038959627692,120.58479460455473,Autumn,12,3,2019,86,167.1216544082231,severe,150.0
Chengdu,41.59700346975131,123.6770930851591,Spring,18,2,2016,80,243.85949449062787,severe,150.0
Chengdu,39.771943610610656,106.93171962718839,Summer,8,7,2023,67,192.76442163565682,severe,150.0
Beijing,40.61996357090753,105.48648133274452,Winter,11,10,2018,77,243.49736084853097,severe,150.0
Shenzhen,30.84431689484148,120.18920125299324,Autumn,0,5,2022,29,164.72783074993245,severe,150.0
Shenzhen,38.684206730855905,108.2852882076346,Spring,19,8,2024,99,205.664583807404,severe,150.0
Chengdu,35.40950132019725,108.84598206236474,Winter,2,10,2019,96,169.36805170097603,severe,150.0
Shanghai,24.627662959009427,97.21967869624899,Winter,23,8,2018,64,157.4564664176005,severe,150.0
Guangzhou,32.023414192942944,93.79880852681308,Autumn,20,1,2019,66,232.7563250870363,severe,150.0
Shanghai,32.862314370219664,105.31858935752982,Winter,18,3,2020,49,155.719278672687,severe,150.0
Beijing,35.61640288917218,116.50352116306448,Autumn,13,11,2015,17,166.29454383484966,severe,150.0
Shanghai,46.97815475902433,90.22297307718165,Spring,21,8,2024,77,233.92172715664708,severe,150.0
Shenzhen,21.078157389001102,116.05683237238728,Autumn,13,11,2023,63,227.85820323484526,severe,150.0
Beijing,47.81954009088928,100.8425001519814,Spring,19,2,2018,16,231.83142646911105,severe,150.0
Beijing,47.52875921772261,113.30029271233035,Spring,11,6,2021,62,228.63030041658382,severe,150.0
Beijing,44.13491856053011,106.84443927211794,Winter,16,1,2016,32,204.62654131517755,severe,150.0
Beijing,39.92305640595578,124.90485327670771,Winter,19,10,2021,56,207.48619121168613,severe,150.0
Beijing,30.112927733471384,96.85283667126394,Summer,23,7,2018,42,208.975675158091,severe,150.0
Shenzhen,20.9776849378235,98.46711400500874,Autumn,4,12,2024,58,160.65619333175678,severe,150.0
Shanghai,48.973827651991314,123.18170126332858,Autumn,2,10,2018,43,156.95337004856594,severe,150.0
Shenzhen,42.22939456746789,90.66515296014092,Spring,6,4,2024,13,184.5646419416061,severe,150.0
Guangzhou,45.432105611900624,109.42226226371761,Winter,22,8,2019,60,221.37795337665673,severe,150.0
Shanghai,27.500599086154317,91.2393797969282,Winter,23,6,2015,69,206.56355528570734,severe,150.0
Beijing,46.812754114043145,118.02830051644213,Spring,4,10,2015,20,178.50471383685152,severe,150.0
Chengdu,48.955346199681856,110.31494887853083,Summer,9,7,2024,7,177.01337735202748,severe,150.0
Beijing,35.84565437888061,127.43159423006352,Summer,10,11,2018,98,203.56003970827666,severe,150.0
Guangzhou,43.27789684703495,120.06563734689273,Spring,9,1,2017,97,231.99133446170708,severe,150.0
Shenzhen,43.59473365750436,101.60179169045976,Spring,10,4,2015,24,155.2181034273859,severe,150.0
Beijing,47.899326679944025,102.29679946885997,Winter,15,10,2023,32,197.07472413257508,severe,150.0
Chengdu,34.389459589561255,111.7238441487925,Spring,14,1,2017,43,204.86884143131763,severe,150.0
Beijing,40.97145726213026,109.2129889853494,Autumn,11,8,2019,90,184.57414975678503,severe,150.0
Shenzhen,34.50786912019235,113.67123450061459,Winter,14,2,2018,36,173.58332884516705,severe,150.0
Guangzhou,35.14084464721506,103.2476336236476,Autumn,18,8,2019,80,180.09836579094537,severe,150.0
Chengdu,49.424051851343734,110.36165628140317,Summer,0,7,2024,52,219.603254522587,severe,150.0
Shenzhen,44.25293158944636,116.61149751452572,Summer,2,1,2018,41,208.18019900938057,severe,150.0
Shenzhen,20.57073110360864,106.05087347898787,Winter,1,9,2021,31,235.96042407968935,severe,150.0
Shanghai,24.67507419694359,95.33902444103585,Spring,7,11,2024,3,206.36675302954828,severe,150.0
Guangzhou,23.628014157447396,92.7917562870554,Summer,1,8,2020,9,248.8655889482072,severe,150.0
Guangzhou,34.49457931994672,106.95597248949544,Winter,5,12,2016,81,153.15614425204552,severe,150.0
Beijing,47.93732518318146,115.56952923656523,Summer,1,6,2018,57,243.8346334167408,severe,150.0
Beijing,21.75370230447054,107.92266344752446,Winter,0,8,2018,37,238.30412898473367,severe,150.0
Shenzhen,40.30143039416047,93.10508900611167,Summer,22,1,2016,68,153.3713042871241,severe,150.0
Shenzhen,47.241199404923734,101.42759756446088,Spring,22,11,2024,66,172.47225557598892,severe,150.0
Beijing,43.98449506115527,108.03509210740872,Winter,8,1,2020,1,172.3907105796046,severe,150.0
Shanghai,49.52184232863621,122.32113928996645,Summer,11,2,2016,67,248.21459424148185,severe,150.0
Chengdu,35.192852341844315,109.87245344755398,Winter,12,11,2018,3,239.07871859282787,severe,150.0
Shanghai,26.52816600582519,129.47385815520212,Winter,14,7,2024,87,157.46239830869663,severe,150.0
Chengdu,30.41898264286114,101.47720376901388,Winter,7,12,2019,82,234.51557859689981,severe,150.0
Chengdu,44.20588577265781,123.53919179751364,Summer,8,4,2021,48,170.73157041629804,severe,150.0
Beijing,48.19130973189685,104.41055236438528,Winter,6,10,2015,48,232.84338302847192,severe,150.0
Chengdu,36.55637737904955,93.17581664054963,Winter,1,12,2016,50,193.31145899017233,severe,150.0
Shenzhen,43.69182192189752,121.57436572318072,Autumn,2,5,2021,96,229.0659573932436,severe,150.0
Shanghai,21.34351850769015,105.02095813162796,Autumn,11,5,2017,28,242.83363430818125,severe,150.0
Beijing,26.97238862347355,128.95820713078672,Autumn,19,3,2016,47,240.5399846262492,severe,150.0
Chengdu,38.39458774399861,128.30150560697422,Spring,14,1,2022,64,171.60141417563236,severe,150.0
Shenzhen,47.97129409735329,126.21468439937749,Spring,20,2,2021,35,229.2819946109024,severe,150.0
Guangzhou,22.6518948858169,124.12473923716489,Summer,3,3,2017,43,180.3970302174688,severe,150.0
Beijing,46.97108840843918,108.10604181303216,Spring,12,12,2019,48,232.0677448369526,severe,150.0
Guangzhou,20.553837379268433,97.72461574282093,Winter,8,1,2024,79,154.1063375810129,severe,150.0
Shanghai,30.928821587382373,112.33895088521066,Summer,10,6,2019,95,200.81607656462015,severe,150.0
Guangzhou,26.05889872348044,94.92505468571697,Spring,3,9,2020,27,191.63086139125383,severe,150.0
Beijing,46.24769863716243,93.39995195725538,Autumn,23,6,2021,93,211.73890883745537,severe,150.0
Shenzhen,22.14497081249413,96.8320193792114,Summer,12,5,2022,84,157.9632682885881,severe,150.0
Chengdu,23.06946987599195,92.61161860425894,Summer,20,11,2023,25,235.54264814457048,severe,150.0
Shanghai,34.585717739703874,126.61990174437653,Spring,2,3,2022,25,245.87719144160482,severe,150.0
Shanghai,45.38658109711218,109.37753688506248,Spring,3,12,2019,63,184.18140966614303,severe,150.0
Chengdu,39.54266230034212,112.27805491407956,Summer,17,11,2017,78,209.00771559746877,severe,150.0
Shenzhen,24.703100886554125,114.20648600402174,Summer,6,4,2024,71,169.8033318183218,severe,150.0
Chengdu,43.854261283692395,128.5162214435192,Winter,4,4,2016,59,199.37195383402369,severe,150.0
Guangzhou,44.70519924222484,96.6109610046915,Summer,17,4,2022,65,150.56847389769314,severe,150.0
Shenzhen,33.21656129291539,109.59012791778157,Summer,20,5,2019,47,151.6629757770888,severe,150.0
Guangzhou,31.760990913098748,109.45327260464542,Spring,20,7,2021,28,198.3632233524977,severe,150.0
Shenzhen,36.16697306240533,117.90210721198069,Spring,19,1,2018,5,230.52637986421354,severe,150.0
Beijing,48.130224504213245,122.51789876803676,Spring,20,10,2019,53,164.58695216985058,severe,150.0
Chengdu,35.819844966696046,125.23132105936374,Summer,0,8,2019,85,166.79071112050343,severe,150.0
Shanghai,25.556078222013404,101.72633081434475,Spring,16,7,2018,2,233.794217515212,severe,150.0
Chengdu,26.931259215257572,108.50552586715085,Autumn,13,7,2018,54,239.2921419323621,severe,150.0
Chengdu,37.079015896168485,102.8310873795872,Winter,19,12,2021,57,220.96626930995936,severe,150.0
Guangzhou,36.79568332731067,94.2206586826142,Summer,18,2,2020,67,196.15020647764067,severe,150.0
Chengdu,23.638340730918195,106.66257839120041,Spring,0,3,2021,84,200.15233461035166,severe,150.0
Beijing,43.87220815198634,127.17792836171019,Autumn,1,7,2024,68,227.5821409317512,severe,150.0
Shenzhen,47.04117968444287,129.05617836410912,Spring,4,4,2020,26,186.01805657716508,severe,150.0
Shanghai,33.459277626066616,127.79303767698173,Autumn,14,9,2018,25,184.62036871949024,severe,150.0
Shenzhen,40.33801274261384,92.56698086075481,Spring,7,4,2022,97,152.6621036253552,severe,150.0
Beijing,25.87087714099255,125.04738082814772,Spring,1,8,2024,39,207.7357571208398,severe,150.0
Shenzhen,47.28458358949756,97.27963593254293,Autumn,14,8,2024,86,233.65995592860952,severe,150.0
Beijing,30.609020031658225,90.11682091766508,Summer,1,8,2020,91,215.7053846837649,severe,150.0
Beijing,29.25452029428778,114.06823806650564,Winter,19,3,2020,69,213.06684669467006,severe,150.0
Shenzhen,37.817781607231964,106.14543775885515,Spring,0,5,2015,93,159.38055277391354,severe,150.0
Shenzhen,47.85682525855303,125.40527984317737,Autumn,2,10,2015,7,193.68025455636038,severe,150.0
Guangzhou,31.177727009289605,128.36198223724418,Winter,0,9,2022,13,200.82491633903825,severe,150.0
Beijing,28.5322335762888,120.58970561748806,Autumn,19,11,2020,21,214.48066780585657,severe,150.0
Beijing,41.013060956854126,118.61420098920874,Autumn,0,5,2020,72,223.45719246380435,severe,150.0
Beijing,39.94746838568634,95.38737407104976,Spring,12,8,2024,79,173.2348388207966,severe,150.0
Shanghai,20.93687312811972,110.80837714819481,Winter,12,11,2023,40,225.00771077349012,severe,150.0
Guangzhou,20.177227661391512,100.91819401989085,Autumn,11,4,2023,10,203.9343283070222,severe,150.0
Shanghai,31.159985084864758,108.98416770933704,Summer,0,4,2019,80,190.97588594921638,severe,150.0
Guangzhou,25.37491582481003,128.70328024747823,Spring,3,2,2019,39,234.07815825593042,severe,150.0
Chengdu,47.93165701724315,96.38901171962989,Spring,5,7,2018,74,171.9720349806386,severe,150.0
Shenzhen,44.37676562959721,112.1133318285514,Autumn,13,12,2015,67,207.42312633773903,severe,150.0
Chengdu,42.539035745438866,96.80354484971059,Spring,7,1,2023,5,168.8847247002804,severe,150.0
Beijing,48.22799301454517,97.74703552673738,Winter,22,9,2018,21,210.4743171608916,severe,150.0
Chengdu,20.29167170853444,110.75411502485069,Spring,18,11,2024,4,228.04461431393636,severe,150.0
Beijing,32.14039526610902,106.21289713670012,Spring,23,5,2022,18,249.77761871333502,severe,150.0
Chengdu,33.96628677378837,97.72088389115534,Spring,10,7,2020,17,244.02567943552936,severe,150.0
Shenzhen,37.10333154009056,97.98891330644547,Winter,13,7,2016,23,241.25829375000458,severe,150.0
Chengdu,24.8558638136525,111.18774688845738,Spring,23,10,2023,66,236.38017853720507,severe,150.0
Shenzhen,33.10403092054989,127.58359196716012,Winter,16,9,2020,87,164.82830397864439,severe,150.0
Shenzhen,26.795925744871486,94.29103679488783,Autumn,23,4,2020,42,168.58787787863986,severe,150.0
Guangzhou,45.70362620828029,92.6727912438325,Spring,20,10,2016,67,192.19396639198962,severe,150.0
Beijing,42.163877565679186,114.78462424442628,Winter,19,6,2022,37,165.00323992877657,severe,150.0
Shanghai,47.85528607936435,119.012469137541,Summer,23,9,2020,76,216.43928139522785,severe,150.0
Guangzhou,46.447835110206995,124.00105394480357,Winter,15,12,2015,50,154.6969721640963,severe,150.0
Guangzhou,28.461288352242914,116.35817913312957,Summer,9,9,2020,86,215.7694188358313,severe,150.0
Chengdu,29.35889630570633,129.7226066329216,Spring,5,3,2017,98,192.01060831316818,severe,150.0
Shanghai,24.260033585785635,126.76902895494862,Spring,12,2,2019,86,220.4091772793848,severe,150.0
Shanghai,30.570018081547914,111.02522205074095,Autumn,14,8,2017,77,184.76454810652376,severe,150.0
Beijing,38.53616912090309,101.07000840848389,Spring,9,5,2023,3,204.67796837881366,severe,150.0
Beijing,41.616938881433896,109.63843262706983,Autumn,15,9,2020,97,223.9619408096315,severe,150.0
